image_name|comment_number|caption
3207343907.jpg| 0| A crowd gathered at an ice skating park in the winter .
3207343907.jpg| 1| A crowd of people ice skating outside in winter .
3207343907.jpg| 2| A large crowd of people ice skating outdoors .
3207343907.jpg| 3| A lot of people iceskate on a cold day .
3207343907.jpg| 4| A large crowd of people ice skating .
3210419174.jpg| 0| Two women of African descent , a dark-skinned man and western man in a white shirt posing for a photograph .
3210419174.jpg| 1| Two guys pose with two women , everyone is wearing black and white .
3210419174.jpg| 2| Several people are hugging each other inside a bar .
3210419174.jpg| 3| A group of young people smile for the camera .
3210419174.jpg| 4| some people at a part gather to take a picture
3227620119.jpg| 0| A young woman in a yellow shirt runs across a grassy field in competition .
3227620119.jpg| 1| Girl in yellow shirt with the number 1299 on it running in the grass .
3227620119.jpg| 2| The girl wearing number 1299 has a yellow shirt .
3227620119.jpg| 3| A runner in a yellow shirt is running a race .
3227620119.jpg| 4| A female athlete runs with a scraped knee .
3269841412.jpg| 0| A drunken woman in a blue dress , black tights , and black leather pumps , laying on a couch , smoking a cigarette , laughing .
3269841412.jpg| 1| A drunken woman laughs as she lays on a small cough .
3269841412.jpg| 2| A laughing woman is sitting on a patterned couch .
3269841412.jpg| 3| A woman is laying down on a sofa laughing .
3269841412.jpg| 4| A lady is laying on a brown plaid couch .
327997381.jpg| 0| The woman who is standing is looking at the hair of the woman who is sitting .
327997381.jpg| 1| A hair dresser is applying permed on a client 's hair in a salon .
327997381.jpg| 2| A woman in a salon gets her hair colored and permed
327997381.jpg| 3| Woman in salon is giving her customer a perm .
327997381.jpg| 4| A woman is getting her hair done at a salon .
3285993030.jpg| 0| A black dog is running along a muddy stream surrounded by fall foliage .
3285993030.jpg| 1| Fuzzy dark gray dog running along a dirt path with weeds on the sides .
3285993030.jpg| 2| A curly clack dog is running down a natural path .
3285993030.jpg| 3| Dark colored dog leaping down a path .
3285993030.jpg| 4| A black dog is running down a path .
3307881214.jpg| 0| Man in red and white top hat walks past dilapidated sign for disco club .
3307881214.jpg| 1| A man in a wig and red and white hat walks past a disco club .
3307881214.jpg| 2| A man in a striped hat walks by a disco establishment .
3307881214.jpg| 3| A man wearing a hat in front of a disco club .
3307881214.jpg| 4| This is the entrance to a disco club .
3344411431.jpg| 0| A band , wearing matching shirts , is playing music with a brick wall behind them .
3344411431.jpg| 1| Several men dressed in back jumpsuits sing and play instruments .
3344411431.jpg| 2| A group of men sing and play instruments .
3344411431.jpg| 3| Four band members singing and playing .
3344411431.jpg| 4| Band plays in tight quarters .
3364797223.jpg| 0| Guys and girls are standing around holding black flags with Asian characters .
3364797223.jpg| 1| A group of happy young men and women hold flags with Chinese writing on them .
3364797223.jpg| 2| A group of young Asian boys and girls holding black flags .
3364797223.jpg| 3| A group of Asian teenagers are holding flags on a street .
3364797223.jpg| 4| several young asian people carrying black and white flags
3377570617.jpg| 0| Two women with long hair and large-boned physiques are posing for a camera in front of trees .
3377570617.jpg| 1| Two older women smiling and standing in front of large trees , one woman is fixing her hair .
3377570617.jpg| 2| Two middle-aged heavyset woman standing next to each other and smiling at the camera .
3377570617.jpg| 3| Two middle-aged women stand for a picture near a forest .
3377570617.jpg| 4| two ladies posing for a picture
3379639763.jpg| 0| Several people , including a person in a wheelchair , in front of a large silver dome structure with water shooting out of various spouts and flowing down onto the ground .
3379639763.jpg| 1| A group of people , one in a wheelchair , look at a dome shaped fountain .
3379639763.jpg| 2| A group of people stand in front of a large , silver fountain .
3379639763.jpg| 3| A group of people are gathering around an urban water park .
3379639763.jpg| 4| A small group of people look at an artistic water fountain .
3380929595.jpg| 0| A young child is getting his or her haircut in a salon .
3380929595.jpg| 1| A little boy at having his haircut at a barber shop .
3380929595.jpg| 2| A blond-haired little boy getting a haircut .
3380929595.jpg| 3| A small blond child getting a haircut .
3380929595.jpg| 4| A child is getting their haircut .
3389458786.jpg| 0|" A roomful of students who appear to all be Asian are gathered around different tables , with the foregrounded table having a placard reading "" New York City "" placed in the center of it ."
3389458786.jpg| 1| Two young Asians , a girl and a boy , dressed up in suits , are sitting at a table and appear to be studying .
3389458786.jpg| 2| Asian students wearing blazers sit at different tables and look at books .
3389458786.jpg| 3| A couple of Asians working together on an assignment .
3389458786.jpg| 4| There are a bunch of students studying hard .
3429391520.jpg| 0| A helmeted boy on a bike flies through the air as he rides among dirt hills with a river in the background .
3429391520.jpg| 1| Bike rider doing a high jump over hilly track , water in background .
3429391520.jpg| 2| This helmeted person is doing a stunt on a bicycle outdoors .
3429391520.jpg| 3| A man is doing a stunt outside on his bike
3429391520.jpg| 4| A bicyclist catches some air
3435371117.jpg| 0| Several people walking on the sidewalk by a fence with one man standing with a backpack .
3435371117.jpg| 1| Several people are walking beside a white fence in a foreign country .
3435371117.jpg| 2| People are walking and waiting by a white fence in town .
3435371117.jpg| 3| A woman in a pink jacket walks down the sidewalk .
3435371117.jpg| 4| Lots of people walking down a street .
3449846784.jpg| 0| A dog is up on its backlegs trying OT catch a ball above its head .
3449846784.jpg| 1| A dog plays catch with a white ball near a wooden fence .
3449846784.jpg| 2| A black dog looks up at a white ball that 's in midair .
3449846784.jpg| 3| A black and white dog catching a baseball in midair .
3449846784.jpg| 4| A black and white dog is playing with a white ball .
3455898176.jpg| 0| A large tri-colored dog clears a green , yellow and white jump set up in the grass .
3455898176.jpg| 1| Brown dog jumping over a bar on a grassy field .
3455898176.jpg| 2| A brown dog jumping over an obstacle hurdle .
3455898176.jpg| 3| Brown dog jumping over a hurdle .
3455898176.jpg| 4| A dog jumps over a hurdle .
3486324591.jpg| 0| A young boy runs along the grass as two geese begin to fly away .
3486324591.jpg| 1| A child is playing with two white and black geese .
3486324591.jpg| 2| A child laughs as he plays with a large bird .
3486324591.jpg| 3| A boy with a Mohawk chasing geese in a park .
3486324591.jpg| 4| A young boy chases away two Canadian geese .
3488894222.jpg| 0| A man standing by a tree in front of his home in the mountains holding a jar with a yellow substance in it .
3488894222.jpg| 1| Man in denim shirt and tan pants with cowboy hat holds a jar in front of a house .
3488894222.jpg| 2| An older man dressed like a cowboy standing outside a country home .
3488894222.jpg| 3| A man in a cowboy hat holds a yellow jar while leaning on a tree .
3488894222.jpg| 4| A man holds on to the tree while holding a yellow container .
3489084190.jpg| 0| a man , holding a baby and smiling , sitting in the pews of a church .
3489084190.jpg| 1| A man in blue smiles while holding a baby in a light blue shirt .
3489084190.jpg| 2| A man smiles while he holds a newborn in a church pew .
3489084190.jpg| 3| A man is joyfully holding an infant inside a church .
3489084190.jpg| 4| A happy man is holding a young infant in a church .
351876121.jpg| 0| A big , brown dog is sleeping next to a small black and white cat .
351876121.jpg| 1| A dog and cat are snuggling up during a nap .
351876121.jpg| 2| A dog and cat laying down together .
351876121.jpg| 3| A small cat laying with a large dog
351876121.jpg| 4| A cat sleeps nestled up to a dog .
3525453732.jpg| 0| An owl has its wings up and widespread during the day .
3525453732.jpg| 1| A pale owl is flying outside in the daytime .
3525453732.jpg| 2| The bird has its wings spread as it flies .
3525453732.jpg| 3| A bird flies low with its wings spread .
3525453732.jpg| 4| An owl is in flight .
3573202338.jpg| 0| a young girl doing gymnastics on the shore of a beach while another is walking deeper into the beach .
3573202338.jpg| 1| A girl does a side bend in the surf , another girl behind her , the sun setting .
3573202338.jpg| 2| Two girls in swimsuits are playing in the water near the seashore .
3573202338.jpg| 3| Two girls wade in the surf , and one shows of her flexibility .
3573202338.jpg| 4| Two girls playing on the beach .
3597924257.jpg| 0| A brown dog runs through a field of grass spotted with yellow flowers
3597924257.jpg| 1| A brown and white dog runs in a field of yellow flowers .
3597924257.jpg| 2| The tan and white dog is running in the field .
3597924257.jpg| 3| A brown dog running at a lean across a lawn .
3597924257.jpg| 4| The brown dog runs through the field .
3606810899.jpg| 0| A man with gray hair and a gray shirt plays the drums .
3606810899.jpg| 1| Male drummer sitting behind his drums on stage .
3606810899.jpg| 2| A man wearing a blue shirt is playing drums .
3606810899.jpg| 3| Man in glasses playing a TAMA drum set .
3606810899.jpg| 4| A man with gray hair playing the drums .
3613585080.jpg| 0| A woman with scarves in her head sits with 3 others staring at the camera with no expression .
3613585080.jpg| 1| Woman with blue robe and headwear is sitting with other women .
3613585080.jpg| 2| A group of women in native garb sit on the floor .
3613585080.jpg| 3| A collection of women sitting on the ground .
3613585080.jpg| 4| Five people sitting down .
3642604708.jpg| 0| A boy toddler play outside on a clothes rack full of tied dye shirts .
3642604708.jpg| 1| A boy in a blue shirt hanging on a rack of clothes .
3642604708.jpg| 2| A young boy is hanging onto a clothing rack .
3642604708.jpg| 3| A toddler is looking at clothes on a rack .
3642604708.jpg| 4| A boy is playing on a clothing rack .
3652207174.jpg| 0| The sky is very blue and the grass is very green at a golf course while a girl looks into a golf hole for a ball .
3652207174.jpg| 1| A blond lady is picking up balls out of the putting hole on a mini-golf course .
3652207174.jpg| 2| A blond woman is holding 2 golf balls while reaching down into a golf hole .
3652207174.jpg| 3| A blond-haired woman wearing sunglasses is playing mini-golf
3652207174.jpg| 4| A woman retrieving balls from a miniature golf hole .
3665549027.jpg| 0| Two brown dogs are playing with each other on the grass , with one dog laying on its side .
3665549027.jpg| 1| A brown dog is rolling over in the grass while a white and brown dog stands next to it .
3665549027.jpg| 2| A brown dog is playing with a white and brown dog in a grassy and treed area .
3665549027.jpg| 3| A brown dog lies on its back fighting with a brown and white dog .
3665549027.jpg| 4| The two dogs are playing in the yard .
3677734351.jpg| 0| A man with a white t-shirt and a woman with a sleeveless dress walk down a dirt road together holding hands .
3677734351.jpg| 1| a man and woman are walking whilst holding hands down a leafy lane .
3677734351.jpg| 2| a man and a woman walking down a sandy path surrounded by trees
3677734351.jpg| 3| A man and woman walk side by side down the road .
3677734351.jpg| 4| A couple walking and holding hands .
367890260.jpg| 0| Three children wearing winter coats look through a telescope .
367890260.jpg| 1| Three children in winter clothing using a telescope outdoors .
367890260.jpg| 2| Three children look through a telescope in the forest .
367890260.jpg| 3| Kids outside in winter clothes handling a telescope .
367890260.jpg| 4| Young children play with a telescope .
3698350607.jpg| 0| A girl , a boy , and a woman all stand next to bushes while looking at something .
3698350607.jpg| 1| A girl , a boy , and a woman looking in the same direction .
3698350607.jpg| 2| A woman and two children stand in front of plants .
3698350607.jpg| 3| A woman and two children are standing by a tree .
3698350607.jpg| 4| A family enjoys the outside .
3730944181.jpg| 0| Lots of people are walking on the road near several white buildings towards Nationals Park .
3730944181.jpg| 1| Several people walking on the pavement , the three closest all wearing red shirts .
3730944181.jpg| 2| A group of people are entering a sports stadium .
3730944181.jpg| 3| A group of people waking towards a ball park .
3730944181.jpg| 4| Americans go to a baseball game .
3744832122.jpg| 0| A young baseball player winds up to throw the ball .
3744832122.jpg| 1| A young person pitches in a baseball game .
3744832122.jpg| 2| The baseball player is throwing the ball .
3744832122.jpg| 3| A boy pitches in a baseball game .
3744832122.jpg| 4| A boy winding up for a pitch .
3747212986.jpg| 0| A group of people on different colored boats enjoys a great day on the water .
3747212986.jpg| 1| A group of kayakers are paddling on a calm river in an industrial area .
3747212986.jpg| 2| There is a canoe competition as many canoers are rowing their canoes .
3747212986.jpg| 3| A group of colorful kayaks paddling through the water
3747212986.jpg| 4| Group of people kayaking on a sunny day .
3751534238.jpg| 0| A man with red shades on is holding a blowtorch while touching some type of sculpture with two onlookers .
3751534238.jpg| 1| A man crouches in front of a sculpture while holding a blowtorch and a paintbrush .
3751534238.jpg| 2| A man is working on a sculpture with a paintbrush and a torch .
3751534238.jpg| 3| A father and son watch a man welding on a statue .
3751534238.jpg| 4| A man in sunglasses is painting a sculpture .
3754588617.jpg| 0|" Two young girls are playing on swings , and one is holding the other girls swing "" still . """
3754588617.jpg| 1| two teenage girls take turns helping each other on the swings in the park .
3754588617.jpg| 2| Two girls enjoy themselves on a swing ride .
3754588617.jpg| 3| Two girls are swinging in harnessed rides .
3754588617.jpg| 4| Two women are swinging on a ride .
3802499653.jpg| 0| A man walking on a dirt road with a palm tree in the distance .
3802499653.jpg| 1| A man walking down a street lined with palm trees .
3802499653.jpg| 2| Man walking down street with food in his hand .
3802499653.jpg| 3| A man wearing sandals walking down the street .
3802499653.jpg| 4| A man walks down a dusty road .
3825927201.jpg| 0| A young male wearing a blue button up shirt is playing on a acoustic guitar .
3825927201.jpg| 1| Man with blue shirts and khaki pants plays the guitar .
3825927201.jpg| 2| A man in a blue shirt and khakis is playing a guitar .
3825927201.jpg| 3| A man is playing an acoustic guitar outside .
3825927201.jpg| 4| A man playing an acoustic guitar .
3883179400.jpg| 0| A yellow taxi and a person riding a bicycle travel in the same direction .
3883179400.jpg| 1| A single man riding a bike with red brick buildings in the background .
3883179400.jpg| 2| A person is riding a bike in front of brick buildings .
3883179400.jpg| 3| A man in a white shirt riding his bike in the city .
3883179400.jpg| 4| A person is riding a bike on a shady sidewalk .
390992388.jpg| 0| A girl treks through the snow with her backpack on .
390992388.jpg| 1| A hiker using hiking poles on a snowy mountain .
390992388.jpg| 2| Someone hikes through a snowy mountain range
390992388.jpg| 3| A hiker is climbing up a snowy mountain .
390992388.jpg| 4| The woman is hiking up a snowy hill .
39397486.jpg| 0| A mall blond child sits at a table and pushes his nose and chin into a plate of food .
39397486.jpg| 1| A young boy with light brown hair putting his face into his meal .
39397486.jpg| 2| A young boy presses his face into his plate of food .
39397486.jpg| 3| A kid eating out of a plate without using his hands .
39397486.jpg| 4| A young child with his face in his plate .
3944001513.jpg| 0| A man reads the newspaper while holding a sign advertising a menswear liquidation sale .
3944001513.jpg| 1| A man wearing a white shirt and a blue jeans reading a newspaper while standing
3944001513.jpg| 2| A man with advertising signs stands on the sidewalk reading a newspaper .
3944001513.jpg| 3| A man prepares to put on a sandwich board advertising an Ebay business .
3944001513.jpg| 4| A man in a white shirt holds a sign while reading a newspaper .
39490282.jpg| 0| A young black man wearing no shirt and low-riding jeans is popping a wheelie on a bicycle while listening to music through an earbud .
39490282.jpg| 1| A shirtless man pulls back on his bike handlebars to do a wheelie on his bike .
39490282.jpg| 2| A shirtless guy performing a trick on a small bicycle .
39490282.jpg| 3| A young black man rides a small bicycle on one wheel .
39490282.jpg| 4| A man without a shirt on is riding a bicycle .
395125320.jpg| 0| A number of people are doing a synchronized martial arts performance in the street .
395125320.jpg| 1| The crowd along the city street is watch performers with long wood poles .
395125320.jpg| 2| A group of men in white shirts perform in a parade .
395125320.jpg| 3| Martial artist with rods performing in a parade .
395125320.jpg| 4| A dance group performs in a parade in china .
40202068.jpg| 0| An older man in a dark blue shirt and an older woman in a beige blazer share a meal and look at one another .
40202068.jpg| 1| A man wearing a dark colored shirt is sitting at a table with a woman wearing a scarf .
40202068.jpg| 2| A man and woman share a meal at a table .
40202068.jpg| 3| An older man and women having dinner
40202068.jpg| 4| A couple share wine and dinner .
4088588261.jpg| 0| Soldiers with hard hats standing along side what appears to be local civilians , while listening to another soldier with a regular soldier cap reading some sort of material .
4088588261.jpg| 1| These soldiers are making a presentation in front of an audience .
4088588261.jpg| 2| Civilians and military personnel gather outside a building .
4088588261.jpg| 3| A group of woman stands near a group of Army men .
4088588261.jpg| 4| Man from the army speaking with civilian women .
4095536845.jpg| 0| There are two policemen walking down a semi-crowded street with batons along side a man wearing a blue and white plaid shirt .
4095536845.jpg| 1| Foreign militants or authorities keeping peace and order on a neighborhood street .
4095536845.jpg| 2| Two men in black uniforms are walking next to a bald man a collared shirt .
4095536845.jpg| 3| Two members of a security teams walk a street in sunny weather .
4095536845.jpg| 4| Two uniformed men walking down the street .
4126111436.jpg| 0| A man is giving directions at a helicopter landing pad aboard an aircraft carrier .
4126111436.jpg| 1| The man is giving directions to keep everyone safe by the helicopter .
4126111436.jpg| 2| Men wearing colorful jackets are around a landed helicopter .
4126111436.jpg| 3| Several men rush stand and walk around a helicopter .
4126111436.jpg| 4| Seven men are preparing to operate a helicopter
4139499756.jpg| 0| Several people in a large crowd are taking pictures of something above them .
4139499756.jpg| 1| A group of people are looking at something in the sky and taking pictures .
4139499756.jpg| 2| Crowd of people stare up and take photos of something .
4139499756.jpg| 3| A large group of people are looking upwards .
4139499756.jpg| 4| A gathering of people taking pictures .
421706022.jpg| 0| A police officer stands between dragons in a Chinese New Year celebration .
421706022.jpg| 1| A man in black stands between two huge soft toys at a fairground .
421706022.jpg| 2| This policeman is standing in front of a ride at a carnival .
421706022.jpg| 3| a police officer in the middle of a parade
421706022.jpg| 4| A police officer keeps watch a parade .
422787743.jpg| 0| Man with a lit cigarette in mouth , yellow baseball cap turned backwards , and yellow shirt over an orange polo shirt , helping another man with carrying slabs of concrete .
422787743.jpg| 1| a man wearing yellow smokes a cigarette while a man wearing dirty clothing helps him pull something apart .
422787743.jpg| 2| Two men , one with yellow shirt and hat , are using a two-person saw .
422787743.jpg| 3| Two men in casual clothing are moving crushed blocks of cans .
422787743.jpg| 4| Two men work to move a slab of stone .
425518464.jpg| 0| a person wearing a white hooded sweatshirt covered with a blanket sitting on a bench reading
425518464.jpg| 1| The person wearing the white sheet and white hoodie sits on the bench reading .
425518464.jpg| 2| Woman wrapped in blanket sits on bench and reads in park .
425518464.jpg| 3| A woman sits on a bench reading a newspaper .
425518464.jpg| 4| A woman reads a paper on a bench in a park .
4267206607.jpg| 0| A man and woman are having drinks at a counter whose wall decorated with vintage black and white photos .
4267206607.jpg| 1| A man and a woman discussing something over drinks at a bar .
4267206607.jpg| 2| A man and a woman at a bar discussing interesting topics .
4267206607.jpg| 3| A man and woman are sitting down and facing each other .
4267206607.jpg| 4| A woman and a man are talking at a bar .
4301233985.jpg| 0| A crowded place with people who are taking pictures and listening to someone speak .
4301233985.jpg| 1| A man takes a photo in a crowd of people while standing in a city square .
4301233985.jpg| 2| A married man is taking pictures while standing in a crowd of people .
4301233985.jpg| 3| A large crowd is attending an event and taking pictures .
4301233985.jpg| 4| A group of reporters are crowding around .
4348808646.jpg| 0| A woman teaching a young boy how to use a pottery wheel in an art class .
4348808646.jpg| 1| A woman and a little girl are making something at a pottery wheel .
4348808646.jpg| 2| An Asian woman with a small boy on her lap making a ceramic pot .
4348808646.jpg| 3| Pottery can be enjoyed by even the very young at heart .
4348808646.jpg| 4| Mother teaching daughter how to make pottery .
4379561906.jpg| 0| A group of people wearing name tags gather round in a conference room watching in front of them .
4379561906.jpg| 1| A large group of people in a room , smiling and laughing .
4379561906.jpg| 2| Many people are smiling as they gather in a room .
4379561906.jpg| 3| People are gathered together watching something .
4379561906.jpg| 4| A group of people are standing inside an office
4442382200.jpg| 0| A man with black and white gloves holds a cross with a crucified Jesus on it in a street .
4442382200.jpg| 1| This man seems to be trying to make some kind of political statement in a busy city .
4442382200.jpg| 2| A man is holding a cross with a photo of Jesus on it .
4442382200.jpg| 3| A man holding a crucifix in the middle of the road .
4442382200.jpg| 4| Priest showing his love of Jesus with a cross .
4443084131.jpg| 0| All the people sitting on the subway are reading , except for one man who is checking his phone .
4443084131.jpg| 1| Several people on the subway reading the newspaper .
4443084131.jpg| 2| A woman is intently reading a paper on the subway .
4443084131.jpg| 3| Several people reading newspapers on the subway .
4443084131.jpg| 4| People on a subway read their newspapers .
4443437862.jpg| 0| A woman carrying a bag with a little girl in a pink dress walking behind her and a man in a blue shirt walking towards her .
4443437862.jpg| 1| A person walks outside carrying a bag , while a young girl in pink walks behind her .
4443437862.jpg| 2| A lady wearing a dark outfit and carrying a white bag is walking along a street .
4443437862.jpg| 3| A woman walking home from the market in a dirty neighborhood .
4443437862.jpg| 4| A woman is walking and holding a plastic bag .
4448064784.jpg| 0| A tall black man in yellow pants shows his rollerskating skills , while pedestrians watch .
4448064784.jpg| 1| Young men skateboard under the trees , through cones and passersby .
4448064784.jpg| 2| A man on rollerblades skates around some cones on a wide walkway .
4448064784.jpg| 3| A Man with tan pants RollerBlading .
4448064784.jpg| 4| Man rollerskating in park .
4450153946.jpg| 0| A young man wearing a blue , yellow , and white striped polo plays rugby on a green grass field .
4450153946.jpg| 1| A young man in a striped shirt plays rugby .
4450153946.jpg| 2| A guy playing with the ball on the field .
4450153946.jpg| 3| A young man about to throw a football .
4450153946.jpg| 4| A brunette man playing rugby .
4541769119.jpg| 0| An African American man wearing a black leather jacket and fedora is speaking on his cellphone and holding a large camera with a flash bulb .
4541769119.jpg| 1| A black man is talking on his cellphone and is holding a vintage camera .
4541769119.jpg| 2| A man dressed in black holding a cellphone , and a huge antique camera .
4541769119.jpg| 3| A man with an old fashioned camera talks on a cellphone .
4541769119.jpg| 4| An African with an old magnesium flash camera .
4594797592.jpg| 0| Small girl in a pink dress is playing electronic drum pads with sticks .
4594797592.jpg| 1| A girl in a pink dress playing with a toy drum set .
4594797592.jpg| 2| A little girl in pink playing the drums .
4594797592.jpg| 3| A girl in pink plays the drums .
4594797592.jpg| 4| young girl playing the drums .
4612748992.jpg| 0| Two children wearing sweater and pants are walking across the water on a stone path .
4612748992.jpg| 1| A young boy and girl cross square stepping stones over a body of water .
4612748992.jpg| 2| A young boy and a younger girl walking across water on stepping stones
4612748992.jpg| 3| Two children are using concrete blocks to walk across water .
4612748992.jpg| 4| The two kids are walking over the water .
4615757994.jpg| 0| An african american man has on a brown hat and wearing a brown button shirt holding a microphone as he sings .
4615757994.jpg| 1| A man in a red cap singing ( or talking ) into a microphone during the day with trees in the background .
4615757994.jpg| 2| A man wearing a red hat is holding an instrument up to his mouth .
4615757994.jpg| 3| A black man in a brown shirt and hat speaks into a microphone .
4615757994.jpg| 4| a black male with a red hat holding a microphone .
4634099785.jpg| 0| A man in a black jacket with black pants is walking down a street of buildings .
4634099785.jpg| 1| A man in a black jacket is walking his small dog in a quaint neighborhood .
4634099785.jpg| 2| A balding man is walking down a narrow roadway in a foreign country .
4634099785.jpg| 3| A man is walking in front of the buildings on the road .
4634099785.jpg| 4| A man walking down the street .
4653846744.jpg| 0| A man and a woman are walking on the grass with the American flags on either side of them
4653846744.jpg| 1| An elderly couple is walking in between a large row of American flags .
4653846744.jpg| 2| An elderly couple is walking in a field filled with American flags .
4653846744.jpg| 3| An old man and lady on grass in between rows of American flags .
4653846744.jpg| 4| old couple walking through a field .
4660628405.jpg| 0| A male dancer lifts the female dancer as she arches her back and lifts her legs .
4660628405.jpg| 1| This photograph captured a man and a woman skating in an intertwining pose .
4660628405.jpg| 2| A man and a woman doing an ice skating performance .
4660628405.jpg| 3| A pair of ice skaters doing a routine on the ice .
4660628405.jpg| 4| A man and a woman is dancing together
4665413015.jpg| 0| Two men wearing orange robes and sandals are standing in front of the Bean in Millenium Park , Chicago .
4665413015.jpg| 1| Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture .
4665413015.jpg| 2| Two men standing in front of the bean in Chicago .
4665413015.jpg| 3| Two men in robes next to a large structure .
4665413015.jpg| 4| Two monks are visiting a big city .
4674137230.jpg| 0| A single motorcycle stops at a crosswalk while the parking area to the left of it is filled with parked bicycles and motorcycles .
4674137230.jpg| 1| A motorcyclist stops at an empty crosswalk , while thirty or forty motorcycles and bicycles sit parked in the street beside him .
4674137230.jpg| 2| A group of motorcycles and scooters are parked together in a lot in the middle of a street .
4674137230.jpg| 3| A line of motorcycles are parked on a divider in the middle of a city street .
4674137230.jpg| 4| A city street is lined with parked motorcycles .
468911753.jpg| 0| A dog running through the grass with a stick in his mouth .
468911753.jpg| 1| the brown and white dog is carrying a stick in his mouth .
468911753.jpg| 2| The brown dog is running away with a stick in its mouth .
468911753.jpg| 3| A brown and white dog runs away carrying a big stick .
468911753.jpg| 4| Dog fetching huge stick .
4696935973.jpg| 0| A blond woman with a pink shirt and black leather pants holds a camera on a running track .
4696935973.jpg| 1| A girl with black pants on is lowering a camera onto the running track .
4696935973.jpg| 2| A camerawoman in black pants is bent over carrying a camera .
4696935973.jpg| 3| A girl is bent down with a video camera in hand .
4696935973.jpg| 4| A blond holding camera equipment near a track .
4704975006.jpg| 0| A man sleeps in front of a painted blue wall with green graffiti .
4704975006.jpg| 1| a person takes a nap on the sidewalk , underneath some graffiti .
4704975006.jpg| 2| A man in dirty clothes sleeps against a blue wall with graffiti .
4704975006.jpg| 3| This man is laying on the sidewalk beneath graffiti on a wall .
4704975006.jpg| 4| A man sleeping on the sidewalk under blue and green graffiti .
4717112737.jpg| 0| A large crowd of people are walking around a woman wearing an orange wig and a long blue dress .
4717112737.jpg| 1| A person with a bright orange wig and teal dress stands in a large crowd of people .
4717112737.jpg| 2| A woman with bright orange hair and a blue-green dress is walking on the pavement .
4717112737.jpg| 3| A lady with bright orange hair walking in a crowd .
4717112737.jpg| 4| There are lots of people walking to go somewhere .
4763056591.jpg| 0| A man in an orange shirt and gray pants with white paint on them looks at the camera while standing near an orange ladder and a gray and white brick wall .
4763056591.jpg| 1| A house painter in clothes covered in paint pauses to look at the camera .
4763056591.jpg| 2| a man in an orange shirt with an orange ladder next to a brick wall .
4763056591.jpg| 3| A man in an orange shirt is holding a ladder .
4763056591.jpg| 4| A worker grabs a ladder to move it around .
4818743912.jpg| 0| Two people wearing the same costume standing in front of a large glass doorway .
4818743912.jpg| 1| 2 people dressed as cowboys standing by the entrance to a hotel .
4818743912.jpg| 2| Two people in odd outfits are standing by a glass door .
4818743912.jpg| 3| Two people are standing and talking with each other .
4818743912.jpg| 4| Two women operate the doors at a hotel .
48296039.jpg| 0| There are four males standing and washing dishes in a kitchen with their back to the room .
48296039.jpg| 1| A group of four men washing and drying dishes in a commercial kitchen .
48296039.jpg| 2| Four young men are standing at sinks washing dishes .
48296039.jpg| 3| Four males are washing dishes at kitchen sinks .
48296039.jpg| 4| Four guys in a kitchen washing hands .
4870438924.jpg| 0|" A man wearing a black t-shirt that says "" Long Live the Dead "" pulls a shopping cart in the street near a NYC yellow taxi cab ."
4870438924.jpg| 1| A guy in a ' Long Live The Dead ' t-shirt pushing a shopping cart next to a yellow taxi .
4870438924.jpg| 2|" A man walking with a shopping cart wearing a t-shirt that reads "" long live the dead "" ."
4870438924.jpg| 3| A man wearing a black t-shirt is walking with a grocery cart in a parking lot .
4870438924.jpg| 4| A man wearing a black shirt is outside walking with a shopping cart .
4873072568.jpg| 0| A caucasian woman wearing glasses is holding a darker-skinned little boy outside of a school and both are rolling their tounges .
4873072568.jpg| 1| Young boy in blue and young woman in turquoise stick their tongues out for the camera .
4873072568.jpg| 2| A teenage girl is holding a young boy , both are sticking out their tongues .
4873072568.jpg| 3| A girl with a little boy both rolling their tongue as they stick it out .
4873072568.jpg| 4| A woman and a child are sticking out their tongues for a photo .
4882632874.jpg| 0| A man is walking on a paved surface backdropped by a large art mural .
4882632874.jpg| 1| A man walking in front of a colorful mural on a brick road .
4882632874.jpg| 2| A man is walking down the street next to a colorful wall .
4882632874.jpg| 3| A man walking in front of a colorful wall mural .
4882632874.jpg| 4| A man is walking near a very colorful wall .
4886594873.jpg| 0| The Rockettes perform on the street in front of Radio City Music Hall , as well as next to a cop car .
4886594873.jpg| 1| The Rockettes perform in the street in front of Radio City Music Hall in New York City .
4886594873.jpg| 2| A group a young dancers perform together in front of Radio City .
4886594873.jpg| 3| Group of dancers line up in front of Radio City Music Hall .
4886594873.jpg| 4| The Rockettes are performing outside of Radio City .
490390951.jpg| 0| A person wearing gray converse shoes took a picture of the water barely touching their shoes .
490390951.jpg| 1| A person wearing gray tennis shoes is standing right where the waves stop on the sand .
490390951.jpg| 2| a closeup of gray and white shoes on the shore near the beach water .
490390951.jpg| 3| The person wearing tennis shoes is standing on the sand .
490390951.jpg| 4| A shot of shoes in water .
49227122.jpg| 0| Several people are in a group where a man in a blue shirt is smiling .
49227122.jpg| 1| people looking at expensive equipment and smiling
49227122.jpg| 2| People are standing around outside an object .
49227122.jpg| 3| Crowd looking at a camera , while smiling .
49227122.jpg| 4| people are standing around smiling .
4923692902.jpg| 0| Two women holding shopping bags are standing outside having a conversation .
4923692902.jpg| 1| Two women with shopping bags talk to each other next to a red railing
